<Frame>: 0 Lunar_Safety_orange
31.364439 19.479000 -41.947670
31.706610 19.479000 -42.112957
32.315559 19.461000 -40.852333
31.973391 19.461000 -40.687046
31.973391 19.479000 -40.687046
32.315559 19.479000 -40.852333
31.706610 19.461000 -42.112957
31.706610 19.479000 -42.112957
31.364439 19.479000 -41.947670
31.364439 19.461000 -41.947670
32.315559 19.461000 -40.852333
32.315559 19.479000 -40.852333
31.706610 19.479000 -42.112957
31.706610 19.461000 -42.112957
31.973391 19.461000 -40.687046
31.364439 19.461000 -41.947670
31.364439 19.479000 -41.947670
31.973391 19.479000 -40.687046
31.495562 19.461000 -40.852333
30.886610 19.461000 -42.112957
30.544439 19.461000 -41.947670
31.153391 19.461000 -40.687046
31.495562 19.479000 -40.852333
31.153391 19.479000 -40.687046
30.544439 19.479000 -41.947670
30.886610 19.479000 -42.112957
31.495562 19.461000 -40.852333
31.153391 19.461000 -40.687046
31.153391 19.479000 -40.687046
31.495562 19.479000 -40.852333
30.886610 19.461000 -42.112957
30.886610 19.479000 -42.112957
30.544439 19.479000 -41.947670
30.544439 19.461000 -41.947670
31.495562 19.461000 -40.852333
31.495562 19.479000 -40.852333
30.886610 19.479000 -42.112957
30.886610 19.461000 -42.112957
31.153391 19.461000 -40.687046
30.544439 19.461000 -41.947670
30.544439 19.479000 -41.947670
31.153391 19.479000 -40.687046
30.675562 19.461000 -40.852333
30.066610 19.461000 -42.112957
29.724440 19.461000 -41.947670
30.333391 19.461000 -40.687046
30.675562 19.479000 -40.852333
30.333391 19.479000 -40.687046
29.724440 19.479000 -41.947670
30.066610 19.479000 -42.112957
30.675562 19.461000 -40.852333
30.333391 19.461000 -40.687046
30.333391 19.479000 -40.687046
30.675562 19.479000 -40.852333
30.066610 19.461000 -42.112957
30.066610 19.479000 -42.112957
29.724440 19.479000 -41.947670
29.724440 19.461000 -41.947670
30.675562 19.461000 -40.852333
30.675562 19.479000 -40.852333
30.066610 19.479000 -42.112957
30.066610 19.461000 -42.112957
30.333391 19.461000 -40.687046
29.724440 19.461000 -41.947670
29.724440 19.479000 -41.947670
30.333391 19.479000 -40.687046
29.855560 19.461000 -40.852333
29.246609 19.461000 -42.112957
28.904438 19.461000 -41.947670
29.513390 19.461000 -40.687046
29.855560 19.479000 -40.852333
29.513390 19.479000 -40.687046
28.904438 19.479000 -41.947670
29.246609 19.479000 -42.112957
29.855560 19.461000 -40.852333
29.513390 19.461000 -40.687046
29.513390 19.479000 -40.687046
29.855560 19.479000 -40.852333
29.246609 19.461000 -42.112957
29.246609 19.479000 -42.112957
28.904438 19.479000 -41.947670
28.904438 19.461000 -41.947670
29.855560 19.461000 -40.852333
29.855560 19.479000 -40.852333
29.246609 19.479000 -42.112957
29.246609 19.461000 -42.112957
29.513390 19.461000 -40.687046
28.904438 19.461000 -41.947670
28.904438 19.479000 -41.947670
29.513390 19.479000 -40.687046
29.035561 19.461000 -40.852333
28.426609 19.461000 -42.112957
28.084438 19.461000 -41.947670
28.693390 19.461000 -40.687046
29.035561 19.479000 -40.852333
28.693390 19.479000 -40.687046
28.084438 19.479000 -41.947670
28.426609 19.479000 -42.112957
29.035561 19.461000 -40.852333
28.693390 19.461000 -40.687046
28.693390 19.479000 -40.687046
29.035561 19.479000 -40.852333
28.426609 19.461000 -42.112957
28.426609 19.479000 -42.112957
28.084438 19.479000 -41.947670
28.084438 19.461000 -41.947670
29.035561 19.461000 -40.852333
29.035561 19.479000 -40.852333
28.426609 19.479000 -42.112957
28.426609 19.461000 -42.112957
28.693390 19.461000 -40.687046
28.084438 19.461000 -41.947670
28.084438 19.479000 -41.947670
28.693390 19.479000 -40.687046
28.215561 19.461000 -40.852333
27.606609 19.461000 -42.112957
27.264439 19.461000 -41.947670
27.873390 19.461000 -40.687046
28.215561 19.479000 -40.852333
27.873390 19.479000 -40.687046
27.264439 19.479000 -41.947670
27.606609 19.479000 -42.112957
28.215561 19.461000 -40.852333
27.873390 19.461000 -40.687046
27.873390 19.479000 -40.687046
28.215561 19.479000 -40.852333
27.606609 19.461000 -42.112957
27.606609 19.479000 -42.112957
27.264439 19.479000 -41.947670
27.264439 19.461000 -41.947670
28.215561 19.461000 -40.852333
28.215561 19.479000 -40.852333
27.606609 19.479000 -42.112957
27.606609 19.461000 -42.112957
27.873390 19.461000 -40.687046
27.264439 19.461000 -41.947670
27.264439 19.479000 -41.947670
27.873390 19.479000 -40.687046
3.775561 19.461000 -29.252329
3.166609 19.461000 -30.512955
2.824439 19.461000 -30.347670
3.433391 19.461000 -29.087044
3.775561 19.479000 -29.252329
3.433391 19.479000 -29.087044
2.824439 19.479000 -30.347670
3.166609 19.479000 -30.512955
3.775561 19.461000 -29.252329
3.433391 19.461000 -29.087044
3.433391 19.479000 -29.087044
3.775561 19.479000 -29.252329
3.166609 19.461000 -30.512955
3.166609 19.479000 -30.512955
2.824439 19.479000 -30.347670
2.824439 19.461000 -30.347670
3.775561 19.461000 -29.252329
3.775561 19.479000 -29.252329
3.166609 19.479000 -30.512955
3.166609 19.461000 -30.512955
3.433391 19.461000 -29.087044
2.824439 19.461000 -30.347670
2.824439 19.479000 -30.347670
3.433391 19.479000 -29.087044
2.955561 19.461000 -29.252329
2.346609 19.461000 -30.512955
2.004439 19.461000 -30.347670
2.613391 19.461000 -29.087044
2.955561 19.479000 -29.252329
2.613391 19.479000 -29.087044
2.004439 19.479000 -30.347670
2.346609 19.479000 -30.512955
2.955561 19.461000 -29.252329
2.613391 19.461000 -29.087044
2.613391 19.479000 -29.087044
2.955561 19.479000 -29.252329
2.346609 19.461000 -30.512955
2.346609 19.479000 -30.512955
2.004439 19.479000 -30.347670
2.004439 19.461000 -30.347670
2.955561 19.461000 -29.252329
2.955561 19.479000 -29.252329
2.346609 19.479000 -30.512955
2.346609 19.461000 -30.512955
2.613391 19.461000 -29.087044
2.004439 19.461000 -30.347670
2.004439 19.479000 -30.347670
2.613391 19.479000 -29.087044
2.135561 19.461000 -29.252329
1.526609 19.461000 -30.512955
1.184439 19.461000 -30.347670
1.793391 19.461000 -29.087044
2.135561 19.479000 -29.252329
1.793391 19.479000 -29.087044
1.184439 19.479000 -30.347670
1.526609 19.479000 -30.512955
2.135561 19.461000 -29.252329
1.793391 19.461000 -29.087044
1.793391 19.479000 -29.087044
2.135561 19.479000 -29.252329
1.526609 19.461000 -30.512955
1.526609 19.479000 -30.512955
1.184439 19.479000 -30.347670
1.184439 19.461000 -30.347670
2.135561 19.461000 -29.252329
2.135561 19.479000 -29.252329
1.526609 19.479000 -30.512955
1.526609 19.461000 -30.512955
1.793391 19.461000 -29.087044
1.184439 19.461000 -30.347670
1.184439 19.479000 -30.347670
1.793391 19.479000 -29.087044
1.315561 19.461000 -29.252329
0.706609 19.461000 -30.512955
0.364439 19.461000 -30.347670
0.973391 19.461000 -29.087044
1.315561 19.479000 -29.252329
0.973391 19.479000 -29.087044
0.364439 19.479000 -30.347670
0.706609 19.479000 -30.512955
1.315561 19.461000 -29.252329
0.973391 19.461000 -29.087044
0.973391 19.479000 -29.087044
1.315561 19.479000 -29.252329
0.706609 19.461000 -30.512955
0.706609 19.479000 -30.512955
0.364439 19.479000 -30.347670
0.364439 19.461000 -30.347670
1.315561 19.461000 -29.252329
1.315561 19.479000 -29.252329
0.706609 19.479000 -30.512955
0.706609 19.461000 -30.512955
0.973391 19.461000 -29.087044
0.364439 19.461000 -30.347670
0.364439 19.479000 -30.347670
0.973391 19.479000 -29.087044
0.495561 19.461000 -29.252329
-0.113391 19.461000 -30.512955
-0.455561 19.461000 -30.347670
0.153391 19.461000 -29.087044
0.495561 19.479000 -29.252329
0.153391 19.479000 -29.087044
-0.455561 19.479000 -30.347670
-0.113391 19.479000 -30.512955
0.495561 19.461000 -29.252329
0.153391 19.461000 -29.087044
0.153391 19.479000 -29.087044
0.495561 19.479000 -29.252329
-0.113391 19.461000 -30.512955
-0.113391 19.479000 -30.512955
-0.455561 19.479000 -30.347670
-0.455561 19.461000 -30.347670
0.495561 19.461000 -29.252329
0.495561 19.479000 -29.252329
-0.113391 19.479000 -30.512955
-0.113391 19.461000 -30.512955
0.153391 19.461000 -29.087044
-0.455561 19.461000 -30.347670
-0.455561 19.479000 -30.347670
0.153391 19.479000 -29.087044
-0.324439 19.461000 -29.252329
-0.933391 19.461000 -30.512955
-1.275561 19.461000 -30.347670
-0.666609 19.461000 -29.087044
-0.324439 19.479000 -29.252329
-0.666609 19.479000 -29.087044
-1.275561 19.479000 -30.347670
-0.933391 19.479000 -30.512955
-0.324439 19.461000 -29.252329
-0.666609 19.461000 -29.087044
-0.666609 19.479000 -29.087044
-0.324439 19.479000 -29.252329
-0.933391 19.461000 -30.512955
-0.933391 19.479000 -30.512955
-1.275561 19.479000 -30.347670
-1.275561 19.461000 -30.347670
-0.324439 19.461000 -29.252329
-0.324439 19.479000 -29.252329
-0.933391 19.479000 -30.512955
-0.933391 19.461000 -30.512955
-0.666609 19.461000 -29.087044
-1.275561 19.461000 -30.347670
-1.275561 19.479000 -30.347670
-0.666609 19.479000 -29.087044
-1.144439 19.461000 -29.252329
-1.753391 19.461000 -30.512955
-2.095561 19.461000 -30.347670
-1.486609 19.461000 -29.087044
-1.144439 19.479000 -29.252329
-1.486609 19.479000 -29.087044
-2.095561 19.479000 -30.347670
-1.753391 19.479000 -30.512955
-1.144439 19.461000 -29.252329
-1.486609 19.461000 -29.087044
-1.486609 19.479000 -29.087044
-1.144439 19.479000 -29.252329
-1.753391 19.461000 -30.512955
-1.753391 19.479000 -30.512955
-2.095561 19.479000 -30.347670
-2.095561 19.461000 -30.347670
-1.144439 19.461000 -29.252329
-1.144439 19.479000 -29.252329
-1.753391 19.479000 -30.512955
-1.753391 19.461000 -30.512955
-1.486609 19.461000 -29.087044
-2.095561 19.461000 -30.347670
-2.095561 19.479000 -30.347670
-1.486609 19.479000 -29.087044
-1.964439 19.461000 -29.252329
-2.573391 19.461000 -30.512955
-2.915561 19.461000 -30.347670
-2.306609 19.461000 -29.087044
-1.964439 19.479000 -29.252329
-2.306609 19.479000 -29.087044
-2.915561 19.479000 -30.347670
-2.573391 19.479000 -30.512955
-1.964439 19.461000 -29.252329
-2.306609 19.461000 -29.087044
-2.306609 19.479000 -29.087044
-1.964439 19.479000 -29.252329
-2.573391 19.461000 -30.512955
-2.573391 19.479000 -30.512955
-2.915561 19.479000 -30.347670
-2.915561 19.461000 -30.347670
-1.964439 19.461000 -29.252329
-1.964439 19.479000 -29.252329
-2.573391 19.479000 -30.512955
-2.573391 19.461000 -30.512955
-2.306609 19.461000 -29.087044
-2.915561 19.461000 -30.347670
-2.915561 19.479000 -30.347670
-2.306609 19.479000 -29.087044
-2.784439 19.461000 -29.252329
-3.393391 19.461000 -30.512955
-3.735561 19.461000 -30.347670
-3.126609 19.461000 -29.087044
-2.784439 19.479000 -29.252329
-3.126609 19.479000 -29.087044
-3.735561 19.479000 -30.347670
-3.393391 19.479000 -30.512955
-2.784439 19.461000 -29.252329
-3.126609 19.461000 -29.087044
-3.126609 19.479000 -29.087044
-2.784439 19.479000 -29.252329
-3.393391 19.461000 -30.512955
-3.393391 19.479000 -30.512955
-3.735561 19.479000 -30.347670
-3.735561 19.461000 -30.347670
-2.784439 19.461000 -29.252329
-2.784439 19.479000 -29.252329
-3.393391 19.479000 -30.512955
-3.393391 19.461000 -30.512955
-3.126609 19.461000 -29.087044
-3.735561 19.461000 -30.347670
-3.735561 19.479000 -30.347670
-3.126609 19.479000 -29.087044
-27.224440 19.461000 -40.852333
-27.833391 19.461000 -42.112957
-28.175562 19.461000 -41.947670
-27.566610 19.461000 -40.687046
-27.224440 19.479000 -40.852333
-27.566610 19.479000 -40.687046
-28.175562 19.479000 -41.947670
-27.833391 19.479000 -42.112957
-27.224440 19.461000 -40.852333
-27.566610 19.461000 -40.687046
-27.566610 19.479000 -40.687046
-27.224440 19.479000 -40.852333
-27.833391 19.461000 -42.112957
-27.833391 19.479000 -42.112957
-28.175562 19.479000 -41.947670
-28.175562 19.461000 -41.947670
-27.224440 19.461000 -40.852333
-27.224440 19.479000 -40.852333
-27.833391 19.479000 -42.112957
-27.833391 19.461000 -42.112957
-27.566610 19.461000 -40.687046
-28.175562 19.461000 -41.947670
-28.175562 19.479000 -41.947670
-27.566610 19.479000 -40.687046
-28.044439 19.461000 -40.852333
-28.653391 19.461000 -42.112957
-28.995562 19.461000 -41.947670
-28.386610 19.461000 -40.687046
-28.044439 19.479000 -40.852333
-28.386610 19.479000 -40.687046
-28.995562 19.479000 -41.947670
-28.653391 19.479000 -42.112957
-28.044439 19.461000 -40.852333
-28.386610 19.461000 -40.687046
-28.386610 19.479000 -40.687046
-28.044439 19.479000 -40.852333
-28.653391 19.461000 -42.112957
-28.653391 19.479000 -42.112957
-28.995562 19.479000 -41.947670
-28.995562 19.461000 -41.947670
-28.044439 19.461000 -40.852333
-28.044439 19.479000 -40.852333
-28.653391 19.479000 -42.112957
-28.653391 19.461000 -42.112957
-28.386610 19.461000 -40.687046
-28.995562 19.461000 -41.947670
-28.995562 19.479000 -41.947670
-28.386610 19.479000 -40.687046
-28.864439 19.461000 -40.852333
-29.473391 19.461000 -42.112957
-29.815561 19.461000 -41.947670
-29.206610 19.461000 -40.687046
-28.864439 19.479000 -40.852333
-29.206610 19.479000 -40.687046
-29.815561 19.479000 -41.947670
-29.473391 19.479000 -42.112957
-28.864439 19.461000 -40.852333
-29.206610 19.461000 -40.687046
-29.206610 19.479000 -40.687046
-28.864439 19.479000 -40.852333
-29.473391 19.461000 -42.112957
-29.473391 19.479000 -42.112957
-29.815561 19.479000 -41.947670
-29.815561 19.461000 -41.947670
-28.864439 19.461000 -40.852333
-28.864439 19.479000 -40.852333
-29.473391 19.479000 -42.112957
-29.473391 19.461000 -42.112957
-29.206610 19.461000 -40.687046
-29.815561 19.461000 -41.947670
-29.815561 19.479000 -41.947670
-29.206610 19.479000 -40.687046
-29.684439 19.461000 -40.852333
-30.293390 19.461000 -42.112957
-30.635561 19.461000 -41.947670
-30.026609 19.461000 -40.687046
-29.684439 19.479000 -40.852333
-30.026609 19.479000 -40.687046
-30.635561 19.479000 -41.947670
-30.293390 19.479000 -42.112957
-29.684439 19.461000 -40.852333
-30.026609 19.461000 -40.687046
-30.026609 19.479000 -40.687046
-29.684439 19.479000 -40.852333
-30.293390 19.461000 -42.112957
-30.293390 19.479000 -42.112957
-30.635561 19.479000 -41.947670
-30.635561 19.461000 -41.947670
-29.684439 19.461000 -40.852333
-29.684439 19.479000 -40.852333
-30.293390 19.479000 -42.112957
-30.293390 19.461000 -42.112957
-30.026609 19.461000 -40.687046
-30.635561 19.461000 -41.947670
-30.635561 19.479000 -41.947670
-30.026609 19.479000 -40.687046
-30.504438 19.461000 -40.852333
-31.113390 19.461000 -42.112957
-31.455561 19.461000 -41.947670
-30.846609 19.461000 -40.687046
-30.504438 19.479000 -40.852333
-30.846609 19.479000 -40.687046
-31.455561 19.479000 -41.947670
-31.113390 19.479000 -42.112957
-30.504438 19.461000 -40.852333
-30.846609 19.461000 -40.687046
-30.846609 19.479000 -40.687046
-30.504438 19.479000 -40.852333
-31.113390 19.461000 -42.112957
-31.113390 19.479000 -42.112957
-31.455561 19.479000 -41.947670
-31.455561 19.461000 -41.947670
-30.504438 19.461000 -40.852333
-30.504438 19.479000 -40.852333
-31.113390 19.479000 -42.112957
-31.113390 19.461000 -42.112957
-30.846609 19.461000 -40.687046
-31.455561 19.461000 -41.947670
-31.455561 19.479000 -41.947670
-30.846609 19.479000 -40.687046
-31.324438 19.461000 -40.852333
-31.933390 19.461000 -42.112957
-32.275558 19.461000 -41.947670
-31.666609 19.461000 -40.687046
-31.324438 19.479000 -40.852333
-31.666609 19.479000 -40.687046
-32.275558 19.479000 -41.947670
-31.933390 19.479000 -42.112957
-31.324438 19.461000 -40.852333
-31.666609 19.461000 -40.687046
-31.666609 19.479000 -40.687046
-31.324438 19.479000 -40.852333
-31.933390 19.461000 -42.112957
-31.933390 19.479000 -42.112957
-32.275558 19.479000 -41.947670
-32.275558 19.461000 -41.947670
-31.324438 19.461000 -40.852333
-31.324438 19.479000 -40.852333
-31.933390 19.479000 -42.112957
-31.933390 19.461000 -42.112957
-31.666609 19.461000 -40.687046
-32.275558 19.461000 -41.947670
-32.275558 19.479000 -41.947670
-31.666609 19.479000 -40.687046
-32.144440 19.461000 -40.852333
-32.753391 19.461000 -42.112957
-33.095558 19.461000 -41.947670
-32.486607 19.461000 -40.687046
-32.144440 19.479000 -40.852333
-32.486607 19.479000 -40.687046
-33.095558 19.479000 -41.947670
-32.753391 19.479000 -42.112957
-32.144440 19.461000 -40.852333
-32.486607 19.461000 -40.687046
-32.486607 19.479000 -40.687046
-32.144440 19.479000 -40.852333
-32.753391 19.461000 -42.112957
-32.753391 19.479000 -42.112957
-33.095558 19.479000 -41.947670
-33.095558 19.461000 -41.947670
-32.144440 19.461000 -40.852333
-32.144440 19.479000 -40.852333
-32.753391 19.479000 -42.112957
-32.753391 19.461000 -42.112957
-32.486607 19.461000 -40.687046
-33.095558 19.461000 -41.947670
-33.095558 19.479000 -41.947670
-32.486607 19.479000 -40.687046
-32.964439 19.461000 -40.852333
-33.573391 19.461000 -42.112957
-33.915558 19.461000 -41.947670
-33.306606 19.461000 -40.687046
-32.964439 19.479000 -40.852333
-33.306606 19.479000 -40.687046
-33.915558 19.479000 -41.947670
-33.573391 19.479000 -42.112957
-32.964439 19.461000 -40.852333
-33.306606 19.461000 -40.687046
-33.306606 19.479000 -40.687046
-32.964439 19.479000 -40.852333
-33.573391 19.461000 -42.112957
-33.573391 19.479000 -42.112957
-33.915558 19.479000 -41.947670
-33.915558 19.461000 -41.947670
-32.964439 19.461000 -40.852333
-32.964439 19.479000 -40.852333
-33.573391 19.479000 -42.112957
-33.573391 19.461000 -42.112957
-33.306606 19.461000 -40.687046
-33.915558 19.461000 -41.947670
-33.915558 19.479000 -41.947670
-33.306606 19.479000 -40.687046
-33.784439 19.461000 -40.852333
-34.393391 19.461000 -42.112957
-34.735558 19.461000 -41.947670
-34.126606 19.461000 -40.687046
-33.784439 19.479000 -40.852333
-34.126606 19.479000 -40.687046
-34.735558 19.479000 -41.947670
-34.393391 19.479000 -42.112957
-33.784439 19.461000 -40.852333
-34.126606 19.461000 -40.687046
-34.126606 19.479000 -40.687046
-33.784439 19.479000 -40.852333
-34.393391 19.461000 -42.112957
-34.393391 19.479000 -42.112957
-34.735558 19.479000 -41.947670
-34.735558 19.461000 -41.947670
-33.784439 19.461000 -40.852333
-33.784439 19.479000 -40.852333
-34.393391 19.479000 -42.112957
-34.393391 19.461000 -42.112957
-34.126606 19.461000 -40.687046
-34.735558 19.461000 -41.947670
-34.735558 19.479000 -41.947670
-34.126606 19.479000 -40.687046
-72.550003 19.402369 -7.000000
-79.449997 19.402369 -7.000000
-79.449997 20.102369 -7.000000
-72.550003 20.102369 -7.000000
-72.550003 19.402369 -13.000000
-72.550003 20.102369 -13.000000
-79.449997 20.102369 -13.000000
-79.449997 19.402369 -13.000000
-72.550003 20.402369 -7.300000
-79.449997 20.402369 -7.300000
-79.449997 20.402369 -12.700000
-72.550003 20.402369 -12.700000
-79.750000 19.402369 -7.300000
-79.750000 19.402369 -12.700000
-79.750000 20.102369 -12.700000
-79.750000 20.102369 -7.300000
-72.550003 19.102369 -7.300000
-72.550003 19.102369 -12.700000
-79.449997 19.102369 -12.700000
-79.449997 19.102369 -7.300000
-72.250000 19.402369 -7.300000
-72.337868 19.190237 -7.300000
-72.376793 19.229164 -7.126795
-72.337868 19.402369 -7.087868
-72.550003 19.102369 -7.300000
-72.550003 19.190237 -7.087868
-72.376793 19.229164 -7.126795
-72.337868 19.190237 -7.300000
-72.550003 19.402369 -7.000000
-72.337868 19.402369 -7.087868
-72.376793 19.229164 -7.126795
-72.550003 19.190237 -7.087868
-72.550003 20.102369 -7.000000
-72.550003 20.314501 -7.087868
-72.376793 20.275574 -7.126795
-72.337868 20.102369 -7.087868
-72.550003 20.402369 -7.300000
-72.337868 20.314501 -7.300000
-72.376793 20.275574 -7.126795
-72.550003 20.314501 -7.087868
-72.250000 20.102369 -7.300000
-72.337868 20.102369 -7.087868
-72.376793 20.275574 -7.126795
-72.337868 20.314501 -7.300000
-72.250000 19.402369 -12.700000
-72.337868 19.402369 -12.912132
-72.376793 19.229164 -12.873205
-72.337868 19.190237 -12.700000
-72.550003 19.402369 -13.000000
-72.550003 19.190237 -12.912132
-72.376793 19.229164 -12.873205
-72.337868 19.402369 -12.912132
-72.550003 19.102369 -12.700000
-72.337868 19.190237 -12.700000
-72.376793 19.229164 -12.873205
-72.550003 19.190237 -12.912132
-72.250000 20.102369 -12.700000
-72.337868 20.314501 -12.700000
-72.376793 20.275574 -12.873205
-72.337868 20.102369 -12.912132
-72.550003 20.402369 -12.700000
-72.550003 20.314501 -12.912132
-72.376793 20.275574 -12.873205
-72.337868 20.314501 -12.700000
-72.550003 20.102369 -13.000000
-72.337868 20.102369 -12.912132
-72.376793 20.275574 -12.873205
-72.550003 20.314501 -12.912132
-79.449997 19.402369 -7.000000
-79.449997 19.190237 -7.087868
-79.623207 19.229164 -7.126795
-79.662132 19.402369 -7.087868
-79.449997 19.102369 -7.300000
-79.662132 19.190237 -7.300000
-79.623207 19.229164 -7.126795
-79.449997 19.190237 -7.087868
-79.750000 19.402369 -7.300000
-79.662132 19.402369 -7.087868
-79.623207 19.229164 -7.126795
-79.662132 19.190237 -7.300000
-79.449997 20.102369 -7.000000
-79.662132 20.102369 -7.087868
-79.623207 20.275574 -7.126795
-79.449997 20.314501 -7.087868
-79.750000 20.102369 -7.300000
-79.662132 20.314501 -7.300000
-79.623207 20.275574 -7.126795
-79.662132 20.102369 -7.087868
-79.449997 20.402369 -7.300000
-79.449997 20.314501 -7.087868
-79.623207 20.275574 -7.126795
-79.662132 20.314501 -7.300000
-79.750000 19.402369 -12.700000
-79.662132 19.190237 -12.700000
-79.623207 19.229164 -12.873205
-79.662132 19.402369 -12.912132
-79.449997 19.102369 -12.700000
-79.449997 19.190237 -12.912132
-79.623207 19.229164 -12.873205
-79.662132 19.190237 -12.700000
-79.449997 19.402369 -13.000000
-79.662132 19.402369 -12.912132
-79.623207 19.229164 -12.873205
-79.449997 19.190237 -12.912132
-79.449997 20.102369 -13.000000
-79.449997 20.314501 -12.912132
-79.623207 20.275574 -12.873205
-79.662132 20.102369 -12.912132
-79.449997 20.402369 -12.700000
-79.662132 20.314501 -12.700000
-79.623207 20.275574 -12.873205
-79.449997 20.314501 -12.912132
-79.750000 20.102369 -12.700000
-79.662132 20.102369 -12.912132
-79.623207 20.275574 -12.873205
-79.662132 20.314501 -12.700000
-72.250000 19.402369 -7.300000
-72.250000 19.402369 -12.700000
-72.337868 19.190237 -12.700000
-72.337868 19.190237 -7.300000
-72.337868 19.190237 -7.300000
-72.337868 19.190237 -12.700000
-72.550003 19.102369 -12.700000
-72.550003 19.102369 -7.300000
-72.550003 19.102369 -7.300000
-79.449997 19.102369 -7.300000
-79.449997 19.190237 -7.087868
-72.550003 19.190237 -7.087868
-72.550003 19.190237 -7.087868
-79.449997 19.190237 -7.087868
-79.449997 19.402369 -7.000000
-72.550003 19.402369 -7.000000
-79.449997 19.102369 -7.300000
-79.449997 19.102369 -12.700000
-79.662132 19.190237 -12.700000
-79.662132 19.190237 -7.300000
-79.662132 19.190237 -7.300000
-79.662132 19.190237 -12.700000
-79.750000 19.402369 -12.700000
-79.750000 19.402369 -7.300000
-72.550003 19.402369 -13.000000
-79.449997 19.402369 -13.000000
-79.449997 19.190237 -12.912132
-72.550003 19.190237 -12.912132
-72.550003 19.190237 -12.912132
-79.449997 19.190237 -12.912132
-79.449997 19.102369 -12.700000
-72.550003 19.102369 -12.700000
-72.550003 20.102369 -7.000000
-79.449997 20.102369 -7.000000
-79.449997 20.314501 -7.087868
-72.550003 20.314501 -7.087868
-72.550003 20.314501 -7.087868
-79.449997 20.314501 -7.087868
-79.449997 20.402369 -7.300000
-72.550003 20.402369 -7.300000
-72.550003 20.402369 -7.300000
-72.550003 20.402369 -12.700000
-72.337868 20.314501 -12.700000
-72.337868 20.314501 -7.300000
-72.337868 20.314501 -7.300000
-72.337868 20.314501 -12.700000
-72.250000 20.102369 -12.700000
-72.250000 20.102369 -7.300000
-72.550003 20.402369 -12.700000
-79.449997 20.402369 -12.700000
-79.449997 20.314501 -12.912132
-72.550003 20.314501 -12.912132
-72.550003 20.314501 -12.912132
-79.449997 20.314501 -12.912132
-79.449997 20.102369 -13.000000
-72.550003 20.102369 -13.000000
-79.750000 20.102369 -7.300000
-79.750000 20.102369 -12.700000
-79.662132 20.314501 -12.700000
-79.662132 20.314501 -7.300000
-79.662132 20.314501 -7.300000
-79.662132 20.314501 -12.700000
-79.449997 20.402369 -12.700000
-79.449997 20.402369 -7.300000
-72.550003 19.402369 -7.000000
-72.550003 20.102369 -7.000000
-72.337868 20.102369 -7.087868
-72.337868 19.402369 -7.087868
-72.337868 19.402369 -7.087868
-72.337868 20.102369 -7.087868
-72.250000 20.102369 -7.300000
